=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.02 10:30:09 =~=~=~=~=~=~=~=~=~=~=~=
41,101,2.163,3.817,0.281,0.025,0.046,0.003,52.13
meanV1, meanV2, meanRatio, stdV1, stdV2, stdRatio, Elevation
4488,0.318,0.746,0.211,0.003,0.003,0.003,62.40
4498,0.318,0.745,0.212,0.004,0.007,0.003,62.42
4508,0.321,0.745,0.213,0.007,0.008,0.004,62.44
4518,0.324,0.745,0.215,0.006,0.008,0.004,62.46
4528,0.324,0.746,0.215,0.004,0.008,0.003,62.48
4538,0.326,0.748,0.216,0.006,0.010,0.003,62.50
4548,0.334,0.758,0.218,0.012,0.018,0.005,62.52
4558,0.353,0.783,0.223,0.023,0.034,0.007,62.54
4568,0.356,0.788,0.224,0.007,0.013,0.003,62.56
4578,0.360,0.793,0.225,0.008,0.014,0.003,62.58
4588,0.364,0.801,0.225,0.008,0.016,0.003,62.59
4598,0.367,0.805,0.226,0.007,0.012,0.003,62.61
4608,0.372,0.813,0.227,0.009,0.017,0.003,62.63
4618,0.394,0.848,0.230,0.030,0.048,0.007,62.65
4628,0.639,1.205,0.259,0.318,0.467,0.035,62.67
4638,0.641,1.207,0.260,0.183,0.267,0.015,62.69
4648,0.503,1.012,0.246,0.133,0.187,0.011,62.71
4659,0.594,1.144,0.257,0.098,0.145,0.014,62.72
4669,0.728,1.340,0.268,0.156,0.230,0.015,62.74
4679,0.782,1.416,0.273,0.073,0.107,0.008,62.76
4689,0.814,1.462,0.276,0.060,0.088,0.006,62.78
4699,0.997,1.724,0.285,0.252,0.366,0.015,62.80
4709,1.988,3.175,0.308,1.117,1.637,0.027,62.82
4719,2.774,4.329,0.317,0.814,1.198,0.013,62.84
4729,2.910,4.533,0.318,0.165,0.249,0.004,62.86
4739,2.884,4.499,0.317,0.007,0.014,0.003,62.87
4749,2.886,4.504,0.317,0.031,0.051,0.003,62.89
4759,2.874,4.493,0.317,0.018,0.034,0.003,62.91
4769,2.867,4.485,0.316,0.022,0.038,0.003,62.93
4779,2.854,4.469,0.316,0.017,0.031,0.003,62.95
4789,2.836,4.446,0.316,0.012,0.023,0.003,62.96
4799,2.830,4.439,0.316,0.024,0.040,0.003,62.98
4809,2.848,4.466,0.316,0.047,0.072,0.003,63.00
4820,2.855,4.475,0.316,0.036,0.054,0.003,63.02
4830,2.861,4.483,0.316,0.035,0.055,0.003,63.04
4840,2.879,4.509,0.316,0.047,0.072,0.003,63.06
4850,2.885,4.516,0.316,0.036,0.053,0.003,63.08
4860,2.898,4.539,0.316,0.045,0.069,0.003,63.09
4870,2.875,4.456,0.319,0.024,0.047,0.007,63.11
4880,2.915,4.596,0.314,0.081,0.196,0.006,63.13
4890,2.916,4.658,0.310,0.032,0.109,0.001,63.15
4900,2.909,4.655,0.309,0.023,0.045,0.003,63.16
4910,2.883,4.624,0.309,0.006,0.018,0.002,63.18
4920,2.884,4.631,0.308,0.030,0.053,0.003,63.20
4930,2.895,4.653,0.308,0.041,0.070,0.003,63.22
4940,2.903,4.670,0.308,0.037,0.063,0.003,63.24
4950,2.904,4.674,0.308,0.030,0.052,0.003,63.25
4960,2.901,4.673,0.307,0.027,0.046,0.003,63.27
4970,2.912,4.687,0.308,0.040,0.062,0.003,63.29
4980,2.904,4.675,0.307,0.022,0.036,0.003,63.31
4991,2.889,4.652,0.307,0.014,0.025,0.003,63.32
5001,2.883,4.639,0.308,0.024,0.034,0.003,63.34
5011,2.867,4.613,0.308,0.014,0.022,0.003,63.36
5021,2.866,4.604,0.308,0.028,0.038,0.004,63.38
5031,2.867,4.599,0.309,0.030,0.042,0.004,63.40
5041,2.860,4.585,0.309,0.023,0.033,0.003,63.41
5051,2.868,4.593,0.309,0.037,0.054,0.003,63.43
5061,2.866,4.583,0.310,0.027,0.037,0.004,63.45
5071,2.862,4.575,0.310,0.025,0.039,0.003,63.46
5081,2.861,4.573,0.310,0.028,0.045,0.003,63.48
5091,2.865,4.570,0.310,0.050,0.054,0.005,63.50
5101,2.875,4.591,0.310,0.040,0.067,0.003,63.52
5111,2.868,4.582,0.310,0.023,0.038,0.003,63.53
5121,2.861,4.569,0.310,0.022,0.035,0.003,63.55
5131,2.865,4.569,0.310,0.035,0.049,0.004,63.57
5141,2.889,4.602,0.311,0.053,0.079,0.004,63.59
5152,2.896,4.610,0.311,0.037,0.054,0.003,63.60
5162,2.896,4.608,0.311,0.029,0.046,0.003,63.62
5172,2.883,4.587,0.311,0.017,0.027,0.003,63.64
5182,2.882,4.581,0.311,0.028,0.041,0.003,63.66
5192,2.884,4.588,0.311,0.031,0.054,0.003,63.67
5202,2.880,4.582,0.311,0.026,0.040,0.003,63.69
5212,2.880,4.584,0.311,0.030,0.049,0.003,63.71
5222,2.866,4.562,0.311,0.016,0.026,0.003,63.72
5232,2.875,4.576,0.311,0.039,0.061,0.003,63.74
5242,2.868,4.564,0.311,0.025,0.038,0.003,63.76
5252,2.559,4.097,0.309,0.401,0.603,0.003,63.77
5262,1.501,2.513,0.295,1.075,1.605,0.013,63.79
5272,0.836,1.531,0.270,0.661,0.974,0.023,63.81
5282,2.748,4.366,0.311,1.980,2.938,0.044,63.82
5292,2.947,4.658,0.313,0.228,0.338,0.006,63.84
5302,2.949,4.657,0.313,0.047,0.090,0.005,63.86
5312,2.948,4.654,0.313,0.029,0.045,0.003,63.87
5323,2.952,4.657,0.314,0.034,0.050,0.003,63.89
5333,2.961,4.666,0.314,0.039,0.056,0.003,63.91
5343,2.965,4.671,0.314,0.034,0.053,0.003,63.92
5353,2.965,4.671,0.314,0.031,0.048,0.003,63.94
5363,2.951,4.649,0.314,0.017,0.028,0.003,63.96
5373,2.940,4.633,0.314,0.019,0.031,0.003,63.97
5383,2.931,4.620,0.314,0.022,0.035,0.003,63.99
5393,2.927,4.607,0.314,0.026,0.036,0.004,64.01
5403,2.926,4.604,0.315,0.029,0.044,0.003,64.02
5413,2.922,4.599,0.315,0.027,0.042,0.003,64.04
5423,2.915,4.587,0.315,0.024,0.037,0.003,64.05
5433,2.898,4.562,0.314,0.015,0.024,0.003,64.07
5443,2.890,4.548,0.315,0.022,0.034,0.003,64.09
5453,2.878,4.531,0.314,0.018,0.030,0.003,64.10
5463,2.864,4.509,0.314,0.016,0.026,0.003,64.12
5473,2.852,4.493,0.314,0.019,0.031,0.003,64.14
5484,2.847,4.482,0.314,0.024,0.035,0.003,64.15
5494,2.831,4.456,0.314,0.014,0.022,0.003,64.17
5504,2.828,4.456,0.314,0.027,0.045,0.003,64.18
5514,2.823,4.445,0.314,0.023,0.035,0.003,64.20
5524,2.820,4.441,0.314,0.026,0.042,0.003,64.22
5534,2.823,4.444,0.314,0.032,0.048,0.003,64.23
5544,2.823,4.446,0.314,0.029,0.048,0.003,64.25
5554,2.818,4.438,0.314,0.024,0.038,0.003,64.26
5564,2.840,4.469,0.315,0.052,0.077,0.004,64.28
5574,2.862,4.500,0.315,0.051,0.077,0.004,64.30
5584,2.865,4.506,0.315,0.032,0.052,0.003,64.31
5594,2.867,4.515,0.314,0.032,0.056,0.003,64.33
5604,2.864,4.506,0.315,0.027,0.038,0.004,64.34
5614,2.873,4.486,0.317,0.038,0.034,0.006,64.36
5624,2.876,4.371,0.326,0.032,0.082,0.012,64.37
5634,2.868,4.191,0.339,0.022,0.147,0.017,64.39
5644,2.873,3.984,0.357,0.034,0.181,0.023,64.40
5655,2.876,3.717,0.383,0.033,0.243,0.031,64.42
5665,2.865,3.426,0.414,0.020,0.269,0.037,64.44
5675,2.879,3.121,0.457,0.043,0.286,0.049,64.45
5685,2.832,2.755,0.509,0.059,0.346,0.060,64.47
5695,2.853,2.457,0.576,0.061,0.293,0.075,64.48
5705,2.780,2.145,0.643,0.086,0.308,0.076,64.50
5715,2.587,1.839,0.695,0.274,0.313,0.062,64.51
5725,2.470,1.589,0.771,0.156,0.240,0.102,64.53
5735,2.414,1.364,0.877,0.060,0.219,0.116,64.54
5745,2.216,1.168,0.940,0.186,0.191,0.074,64.56
5755,2.008,1.025,0.970,0.195,0.135,0.039,64.57
5765,1.809,0.967,0.926,0.190,0.049,0.043,64.59
5775,1.590,0.963,0.817,0.212,0.007,0.106,64.60
5785,1.367,0.969,0.698,0.220,0.017,0.118,64.62
5795,1.145,0.951,0.596,0.219,0.012,0.100,64.63
5805,0.936,0.931,0.497,0.207,0.011,0.097,64.65
5815,0.772,0.927,0.412,0.162,0.006,0.085,64.66
5826,0.629,0.927,0.336,0.140,0.009,0.074,64.68
5836,0.514,0.912,0.279,0.113,0.007,0.056,64.69
5846,0.443,0.901,0.244,0.067,0.004,0.034,64.71
5856,0.421,0.893,0.234,0.018,0.003,0.008,64.72
5866,0.417,0.888,0.232,0.002,0.005,0.002,64.74
5876,0.413,0.883,0.232,0.002,0.004,0.002,64.75
5886,0.411,0.879,0.232,0.002,0.006,0.002,64.77
5896,0.423,0.887,0.236,0.017,0.018,0.007,64.78
5906,0.430,0.891,0.239,0.019,0.027,0.008,64.80
5916,1.611,0.908,0.855,1.476,0.059,0.764,64.81
5926,2.248,1.604,0.966,0.787,1.525,0.363,64.82
5936,2.916,4.478,0.322,0.695,2.907,0.637,64.84
5946,2.906,4.561,0.315,0.031,0.138,0.004,64.85
5956,2.907,4.576,0.315,0.033,0.063,0.002,64.87
5966,2.946,4.639,0.314,0.069,0.109,0.003,64.88
5976,2.951,4.647,0.314,0.034,0.055,0.003,64.90
5987,2.947,4.647,0.314,0.027,0.047,0.003,64.91
5997,2.950,4.651,0.314,0.032,0.051,0.003,64.93
6007,2.946,4.649,0.314,0.027,0.045,0.003,64.94
6017,2.941,4.639,0.314,0.025,0.038,0.003,64.95
6027,2.932,4.624,0.314,0.021,0.033,0.003,64.97
6037,2.933,4.623,0.314,0.031,0.046,0.003,64.98
6047,2.937,4.625,0.314,0.036,0.050,0.004,65.00
6057,2.945,4.630,0.315,0.037,0.052,0.004,65.01
6067,2.953,4.638,0.315,0.040,0.056,0.004,65.02
6077,2.976,4.692,0.314,0.058,0.108,0.003,65.04
6087,2.986,4.720,0.313,0.040,0.075,0.003,65.05
6097,2.990,4.727,0.313,0.036,0.055,0.003,65.07
6107,2.983,4.718,0.313,0.024,0.040,0.003,65.08
6117,2.980,4.714,0.313,0.027,0.044,0.003,65.09
6127,2.969,4.696,0.313,0.020,0.031,0.003,65.11
6137,2.951,4.668,0.313,0.014,0.022,0.003,65.12
6147,2.940,4.647,0.313,0.019,0.027,0.003,65.13
6158,2.931,4.630,0.313,0.023,0.032,0.003,65.15
6168,2.935,4.633,0.314,0.034,0.050,0.003,65.16
6178,2.941,4.633,0.314,0.037,0.048,0.004,65.18
6188,2.959,4.642,0.316,0.053,0.059,0.005,65.19
6198,2.991,4.670,0.317,0.065,0.076,0.005,65.20
6208,2.960,4.593,0.319,0.027,0.052,0.006,65.22
6218,2.920,4.513,0.320,0.026,0.062,0.005,65.23
6228,2.902,4.512,0.318,0.018,0.048,0.002,65.24
6238,2.839,4.494,0.313,0.036,0.029,0.003,65.26
6248,2.824,4.478,0.312,0.022,0.031,0.003,65.27
6258,2.799,4.460,0.311,0.012,0.029,0.002,65.28
6268,2.843,4.468,0.315,0.089,0.058,0.009,65.30
6278,2.694,4.434,0.300,0.521,0.076,0.057,65.31
6288,2.817,4.473,0.312,0.151,0.085,0.015,65.32
6298,2.822,4.484,0.311,0.033,0.056,0.003,65.33
6308,2.836,4.503,0.312,0.044,0.066,0.003,65.35
6319,2.830,4.489,0.312,0.025,0.033,0.004,65.36
6329,2.827,4.480,0.312,0.025,0.036,0.003,65.38
6339,2.820,4.466,0.313,0.023,0.033,0.003,65.39
6349,2.801,4.435,0.313,0.013,0.018,0.003,65.40
6359,2.784,4.408,0.313,0.013,0.019,0.003,65.41
6369,2.778,4.394,0.313,0.024,0.032,0.004,65.43
6379,2.686,4.073,0.366,0.351,0.937,0.253,65.44
6389,2.752,4.396,0.310,0.094,0.366,0.053,65.45
6399,2.747,4.398,0.309,0.023,0.047,0.002,65.46
6409,2.739,4.389,0.309,0.021,0.036,0.003,65.48
6419,2.723,4.364,0.309,0.014,0.023,0.003,65.49
6429,2.719,4.361,0.309,0.025,0.042,0.003,65.50
6439,2.737,4.391,0.309,0.046,0.075,0.003,65.51
6449,2.716,4.361,0.308,0.048,0.070,0.003,65.53
6459,2.537,4.091,0.307,0.164,0.245,0.002,65.54
6469,2.236,3.632,0.304,0.564,0.850,0.006,65.55
6479,2.199,3.580,0.302,0.503,0.749,0.008,65.56
6490,2.725,4.367,0.309,0.551,0.827,0.009,65.58
6500,2.710,4.344,0.309,0.014,0.023,0.003,65.59
6510,2.718,4.358,0.309,0.036,0.058,0.003,65.60
6520,2.723,4.362,0.309,0.032,0.049,0.003,65.61
6530,2.751,4.401,0.309,0.057,0.083,0.004,65.63
6540,2.764,4.419,0.310,0.041,0.063,0.003,65.64
6550,2.775,4.429,0.310,0.040,0.056,0.004,65.65
6560,2.793,4.450,0.311,0.046,0.066,0.004,65.66
6570,2.793,4.448,0.311,0.029,0.044,0.003,65.67
6580,2.801,4.452,0.311,0.036,0.049,0.004,65.69
6590,2.795,4.431,0.312,0.025,0.027,0.004,65.70
6600,2.877,4.491,0.317,0.113,0.105,0.008,65.71
6610,2.879,4.480,0.318,0.032,0.036,0.004,65.72
6620,2.881,4.475,0.319,0.031,0.042,0.004,65.73
6630,2.883,4.475,0.319,0.032,0.046,0.003,65.74
6640,2.879,4.465,0.319,0.031,0.038,0.004,65.76
6651,2.882,4.465,0.320,0.034,0.045,0.004,65.77
6661,2.889,4.469,0.320,0.037,0.050,0.004,65.78
6671,2.911,4.493,0.321,0.055,0.070,0.004,65.79
6681,2.904,4.481,0.321,0.023,0.034,0.003,65.80
6691,2.896,4.466,0.321,0.022,0.031,0.003,65.81
6701,2.885,4.447,0.321,0.019,0.028,0.003,65.83
6711,2.877,4.431,0.321,0.023,0.030,0.004,65.84
6721,2.885,4.441,0.322,0.040,0.056,0.004,65.85
6731,2.851,4.398,0.321,0.066,0.089,0.003,65.86
6741,1.767,2.836,0.307,1.154,1.661,0.013,65.87
6751,2.087,3.297,0.313,0.443,0.642,0.010,65.88
6761,2.831,4.380,0.320,0.778,1.136,0.010,65.89
6771,2.213,3.492,0.313,0.770,1.108,0.007,65.91
6781,1.075,1.850,0.286,1.148,1.652,0.026,65.92
6791,1.393,2.309,0.291,0.735,1.057,0.021,65.93
6801,1.980,3.142,0.311,0.757,1.085,0.023,65.94
6811,2.931,4.515,0.321,0.976,1.412,0.014,65.95
6822,2.888,4.456,0.321,0.017,0.017,0.003,65.96
6832,2.921,4.490,0.322,0.063,0.080,0.004,65.97
6842,2.943,4.521,0.322,0.053,0.079,0.004,65.98
6852,2.962,4.548,0.322,0.049,0.073,0.003,65.99
6862,2.753,4.257,0.320,0.291,0.409,0.003,66.00
6872,2.921,4.497,0.322,0.228,0.326,0.005,66.01
6882,2.744,4.245,0.320,0.305,0.435,0.003,66.03
6892,2.961,4.562,0.321,0.246,0.361,0.005,66.04
6902,2.962,4.567,0.321,0.031,0.052,0.003,66.05
6912,2.983,4.603,0.321,0.052,0.083,0.003,66.06
6922,2.998,4.627,0.321,0.045,0.071,0.003,66.07
6932,3.001,4.640,0.320,0.034,0.060,0.003,66.08
6942,2.994,4.634,0.320,0.025,0.042,0.003,66.09
6952,2.974,4.608,0.319,0.011,0.022,0.003,66.10
6962,2.978,4.620,0.319,0.035,0.060,0.003,66.11
6972,3.006,4.660,0.319,0.059,0.089,0.003,66.12
6983,3.026,4.688,0.320,0.052,0.076,0.004,66.13
6993,3.035,4.700,0.320,0.040,0.060,0.004,66.14
7003,3.023,4.684,0.320,0.020,0.033,0.003,66.15
7013,3.001,4.651,0.319,0.013,0.020,0.003,66.16
7023,2.977,4.618,0.319,0.010,0.018,0.003,66.17
7033,2.960,4.593,0.319,0.013,0.023,0.003,66.18
7043,2.979,4.622,0.319,0.055,0.077,0.004,66.19
7053,3.001,4.657,0.319,0.052,0.082,0.003,66.20
7063,2.999,4.653,0.319,0.028,0.043,0.003,66.21
7073,2.997,4.643,0.320,0.029,0.037,0.004,66.22
7083,2.999,4.644,0.320,0.033,0.048,0.003,66.23
7093,2.982,4.618,0.320,0.015,0.023,0.003,66.24
7103,2.928,4.537,0.319,0.075,0.111,0.003,66.25
7113,2.810,4.361,0.319,0.151,0.218,0.003,66.26
7123,2.904,4.489,0.320,0.122,0.172,0.004,66.27
7133,2.933,4.527,0.321,0.060,0.084,0.004,66.28
7143,2.937,4.529,0.321,0.034,0.048,0.004,66.29
7154,2.923,4.502,0.321,0.016,0.021,0.004,66.30
7164,2.929,4.504,0.322,0.036,0.048,0.004,66.31
7174,2.916,4.482,0.322,0.018,0.026,0.003,66.32
7184,2.911,4.475,0.322,0.026,0.040,0.003,66.33
7194,2.896,4.449,0.322,0.015,0.021,0.004,66.34
7204,2.880,4.425,0.322,0.020,0.027,0.003,66.34
7214,2.846,4.374,0.322,0.013,0.019,0.003,66.35
7224,2.844,4.371,0.322,0.027,0.042,0.003,66.36
7234,2.857,4.385,0.322,0.043,0.061,0.004,66.37
7244,2.862,4.388,0.323,0.036,0.050,0.004,66.38
7254,2.849,4.364,0.323,0.016,0.021,0.004,66.39
7264,2.845,4.357,0.323,0.025,0.038,0.003,66.40
7274,2.848,4.361,0.323,0.035,0.050,0.003,66.41
7284,2.897,4.431,0.324,0.080,0.117,0.004,66.42
7294,2.817,4.324,0.322,0.111,0.156,0.002,66.43
7304,1.823,2.894,0.310,1.055,1.515,0.012,66.43
7315,1.973,3.108,0.312,0.557,0.800,0.010,66.44
7325,1.789,2.833,0.310,0.557,0.803,0.011,66.45
7335,1.861,2.926,0.311,0.655,0.932,0.014,66.46
7345,0.613,1.132,0.260,1.275,1.830,0.052,66.47
7355,0.403,0.831,0.240,0.205,0.292,0.018,66.48
7365,0.396,0.820,0.239,0.013,0.019,0.003,66.49
7375,0.462,0.915,0.250,0.071,0.105,0.013,66.50
7385,1.274,2.064,0.293,1.082,1.535,0.054,66.50
7395,2.537,3.867,0.325,1.303,1.862,0.035,66.51
7405,2.912,4.406,0.327,0.402,0.581,0.006,66.52
7415,2.922,4.427,0.327,0.041,0.067,0.003,66.53
7425,2.937,4.453,0.327,0.047,0.071,0.003,66.54
7435,2.952,4.478,0.326,0.045,0.071,0.003,66.54
7445,2.956,4.492,0.326,0.034,0.059,0.003,66.55
7455,2.966,4.515,0.325,0.041,0.069,0.003,66.56
7465,2.970,4.526,0.325,0.034,0.057,0.003,66.57
7475,2.974,4.534,0.325,0.034,0.055,0.003,66.58
7486,2.954,4.509,0.324,0.013,0.024,0.003,66.59
7496,2.938,4.487,0.324,0.015,0.025,0.003,66.59
7506,2.917,4.457,0.324,0.011,0.019,0.003,66.60
7516,2.898,4.430,0.324,0.014,0.022,0.003,66.61
7526,2.892,4.419,0.324,0.023,0.035,0.003,66.62
7536,2.922,4.462,0.324,0.062,0.090,0.004,66.63
7546,2.948,4.495,0.325,0.055,0.078,0.004,66.63
7556,2.951,4.496,0.325,0.033,0.047,0.004,66.64
7566,2.930,4.468,0.325,0.011,0.019,0.003,66.65
7576,2.929,4.462,0.325,0.029,0.040,0.004,66.66
7586,2.927,4.456,0.325,0.027,0.039,0.003,66.66
7596,2.908,4.420,0.326,0.019,0.024,0.004,66.67
7606,2.912,4.410,0.327,0.036,0.039,0.004,66.68
7616,2.888,4.371,0.327,0.008,0.010,0.004,66.69
7626,2.893,4.374,0.327,0.034,0.047,0.004,66.69
7636,2.897,4.381,0.327,0.037,0.053,0.003,66.70
7646,2.894,4.375,0.327,0.028,0.040,0.003,66.71
7657,2.870,4.340,0.327,0.010,0.015,0.003,66.71
7667,2.853,4.318,0.327,0.012,0.022,0.003,66.72
7677,2.854,4.324,0.327,0.030,0.049,0.003,66.73
7687,2.852,4.320,0.327,0.029,0.041,0.003,66.74
7697,2.846,4.313,0.327,0.024,0.039,0.003,66.74
7707,2.863,4.341,0.326,0.046,0.071,0.003,66.75
7717,2.857,4.335,0.326,0.024,0.039,0.003,66.76
7727,2.860,4.340,0.326,0.031,0.049,0.003,66.76
7737,2.854,4.332,0.326,0.023,0.036,0.003,66.77
7747,2.869,4.355,0.326,0.045,0.067,0.003,66.78
7757,2.874,4.362,0.326,0.034,0.051,0.003,66.78
7767,2.873,4.362,0.326,0.028,0.045,0.003,66.79
7777,2.865,4.352,0.326,0.022,0.036,0.003,66.80
7787,2.858,4.345,0.326,0.023,0.038,0.003,66.80
7797,2.874,4.371,0.325,0.046,0.071,0.003,66.81
7807,2.883,4.384,0.326,0.038,0.058,0.003,66.82
7818,2.891,4.397,0.325,0.037,0.057,0.003,66.82
7828,2.891,4.396,0.326,0.030,0.044,0.003,66.83
7838,2.895,4.400,0.326,0.033,0.049,0.003,66.84
7848,2.918,4.432,0.326,0.053,0.077,0.004,66.84
7858,2.934,4.452,0.326,0.045,0.066,0.004,66.85
7868,2.942,4.463,0.326,0.038,0.055,0.004,66.85
7878,2.948,4.470,0.326,0.036,0.053,0.003,66.86
7888,2.957,4.483,0.326,0.039,0.058,0.003,66.87
7898,2.971,4.505,0.326,0.045,0.068,0.003,66.87
7908,2.996,4.541,0.327,0.056,0.081,0.004,66.88
7918,3.003,4.548,0.327,0.037,0.054,0.003,66.88
7928,3.014,4.562,0.327,0.042,0.060,0.004,66.89
7938,3.020,4.560,0.328,0.041,0.048,0.004,66.90
7948,3.036,4.589,0.328,0.053,0.080,0.003,66.90
7958,3.056,4.605,0.329,0.057,0.064,0.005,66.91
7968,3.052,4.600,0.328,0.029,0.043,0.003,66.91
7978,3.050,4.602,0.328,0.032,0.052,0.003,66.92
7989,3.074,4.641,0.328,0.091,0.135,0.003,66.93
7999,2.329,3.576,0.322,0.769,1.098,0.004,66.93
8009,2.294,3.523,0.319,0.777,1.103,0.010,66.94
8019,3.104,4.671,0.329,0.837,1.190,0.013,66.94
8029,3.083,4.644,0.329,0.013,0.023,0.003,66.95
8039,2.937,4.437,0.327,0.304,0.431,0.003,66.95
8049,2.660,4.046,0.325,0.325,0.456,0.002,66.96
8059,2.618,3.983,0.325,0.229,0.325,0.004,66.96
8069,2.431,3.716,0.323,0.380,0.539,0.004,66.97
8079,2.026,3.138,0.319,0.465,0.659,0.003,66.97
8089,1.664,2.621,0.310,0.722,1.023,0.013,66.98
8099,1.592,2.515,0.312,0.327,0.461,0.010,66.98
8109,2.102,3.241,0.320,0.698,0.995,0.013,66.99
8119,2.726,4.131,0.327,0.652,0.933,0.010,66.99
8129,2.817,4.263,0.327,0.124,0.180,0.004,67.00
8139,2.845,4.302,0.327,0.071,0.102,0.004,67.00
8150,2.956,4.462,0.328,0.140,0.205,0.004,67.01
8160,2.966,4.479,0.328,0.042,0.064,0.003,67.01
8170,2.978,4.494,0.328,0.043,0.060,0.004,67.02
8180,2.976,4.493,0.328,0.029,0.045,0.003,67.02
8190,2.978,4.495,0.328,0.031,0.047,0.003,67.03
8200,2.980,4.498,0.328,0.033,0.049,0.003,67.03
8210,2.991,4.514,0.328,0.041,0.061,0.003,67.04
8220,2.995,4.513,0.328,0.035,0.045,0.004,67.04
8230,2.983,4.495,0.328,0.020,0.029,0.003,67.05
8240,2.957,4.454,0.329,0.039,0.055,0.003,67.05
8250,2.919,4.399,0.328,0.022,0.030,0.003,67.05
8260,2.975,4.481,0.329,0.087,0.126,0.004,67.06
8270,2.991,4.508,0.328,0.047,0.074,0.003,67.06
8280,2.726,4.132,0.326,0.379,0.536,0.003,67.07
8290,1.368,2.202,0.304,1.408,1.998,0.023,67.07
8300,2.711,4.112,0.325,1.463,2.082,0.025,67.07
8310,2.902,4.383,0.328,0.223,0.319,0.006,67.08
8321,2.924,4.413,0.328,0.054,0.078,0.004,67.08
8331,2.883,4.355,0.328,0.095,0.134,0.003,67.09
8341,2.643,4.016,0.326,0.265,0.372,0.002,67.09
8351,3.004,4.525,0.329,0.390,0.553,0.006,67.09
8361,3.009,4.536,0.328,0.036,0.057,0.003,67.10
8371,2.990,4.512,0.328,0.013,0.024,0.003,67.10
8381,2.997,4.522,0.328,0.040,0.059,0.003,67.11
8391,3.043,4.586,0.328,0.077,0.112,0.004,67.11
8401,2.608,3.963,0.325,0.506,0.721,0.002,67.11
8411,2.811,4.255,0.327,0.358,0.513,0.005,67.12
8421,2.983,4.502,0.328,0.201,0.291,0.004,67.12
8431,2.982,4.504,0.328,0.031,0.048,0.003,67.12
8441,3.000,4.528,0.328,0.048,0.071,0.003,67.13
8451,2.987,4.513,0.328,0.018,0.031,0.003,67.13
8461,2.990,4.513,0.328,0.033,0.047,0.004,67.13
8471,2.982,4.505,0.328,0.024,0.039,0.003,67.14
8482,2.977,4.499,0.328,0.026,0.040,0.003,67.14
8492,2.979,4.503,0.327,0.033,0.051,0.003,67.14
8502,2.972,4.495,0.327,0.023,0.038,0.003,67.15
8512,2.951,4.465,0.327,0.012,0.020,0.003,67.15
8522,2.928,4.434,0.327,0.009,0.015,0.003,67.15
8532,2.887,4.376,0.327,0.022,0.029,0.003,67.16
8542,2.895,4.386,0.327,0.041,0.060,0.003,67.16
8552,2.946,4.453,0.327,0.085,0.113,0.004,67.16
8562,2.956,4.463,0.328,0.118,0.163,0.004,67.16
8572,2.477,3.782,0.324,0.577,0.820,0.003,67.17
8582,2.766,4.184,0.327,0.483,0.681,0.007,67.17
8592,2.856,4.314,0.327,0.307,0.436,0.005,67.17
8602,2.806,4.242,0.327,0.183,0.259,0.003,67.17
8612,2.905,4.381,0.328,0.133,0.189,0.004,67.18
8622,2.964,4.464,0.329,0.089,0.128,0.004,67.18
8632,2.966,4.468,0.329,0.033,0.049,0.003,67.18
8642,2.985,4.499,0.328,0.050,0.078,0.003,67.18
8653,2.989,4.504,0.328,0.036,0.052,0.003,67.19
8663,2.930,4.422,0.328,0.043,0.056,0.003,67.19
8673,2.908,4.391,0.328,0.034,0.048,0.003,67.19
8683,2.938,4.434,0.328,0.059,0.088,0.003,67.19
8693,2.943,4.444,0.328,0.052,0.082,0.003,67.20
8703,2.930,4.425,0.328,0.018,0.027,0.003,67.20
8713,2.933,4.429,0.328,0.033,0.049,0.003,67.20
8723,2.923,4.420,0.327,0.027,0.037,0.003,67.20
8733,2.912,4.415,0.326,0.025,0.042,0.003,67.20
8743,2.907,4.440,0.324,0.037,0.092,0.002,67.21
8753,2.932,4.521,0.321,0.055,0.126,0.001,67.21
8763,2.944,4.536,0.321,0.042,0.063,0.004,67.21
8773,2.952,4.554,0.321,0.038,0.064,0.003,67.21
8783,2.946,4.547,0.321,0.025,0.041,0.003,67.21
8793,2.960,4.570,0.321,0.044,0.069,0.003,67.21
8803,2.954,4.568,0.320,0.025,0.045,0.003,67.22
8814,2.933,4.539,0.320,0.012,0.021,0.003,67.22
8824,2.908,4.508,0.319,0.008,0.017,0.003,67.22
8834,2.895,4.490,0.319,0.017,0.029,0.003,67.22
8844,2.888,4.482,0.319,0.023,0.038,0.003,67.22
8854,2.890,4.487,0.319,0.033,0.052,0.003,67.22
8864,2.902,4.501,0.319,0.041,0.060,0.004,67.22
8874,2.890,4.487,0.319,0.020,0.033,0.003,67.23
8884,2.899,4.493,0.319,0.039,0.052,0.004,67.23
8894,2.913,4.516,0.319,0.044,0.070,0.003,67.23
8904,2.947,4.560,0.320,0.065,0.090,0.004,67.23
8914,2.928,4.526,0.320,0.016,0.022,0.004,67.23
8924,2.912,4.497,0.321,0.016,0.020,0.004,67.23
8934,2.909,4.486,0.321,0.026,0.034,0.004,67.23
8944,2.924,4.503,0.321,0.045,0.063,0.004,67.23
8954,2.946,4.529,0.322,0.052,0.073,0.004,67.23
8964,2.919,4.492,0.322,0.032,0.047,0.003,67.23
8974,2.308,3.607,0.315,0.799,1.153,0.008,67.23
