Start: 2026-06-26 14:15:40 | lat 44.530200 lon 14.470600
Temp: 39.17 C  ; Humidity: 17.50 %  ; Pressure: 1016.09 hPa
Reference voltage: 101.75 mV
Offset Calibration: 101.87 +/- 0.04 mV   101.74 +/- 0.04 mV
elevation,mean_ch0,stddev_ch0,mean_ch1,stddev_ch1,temp_c
[44.0395,51.4328,0.0533,201.7435,0.2952,36.5000]
[44.0395,51.3313,0.0604,201.0512,0.2536,36.5100]
[44.0395,51.2555,0.0384,200.4819,0.1564,36.5600]
[43.9460,208.2932,0.1844,52.0269,0.0582,36.5300]
[43.9460,208.1795,0.0919,51.8765,0.0261,36.4900]
[43.9460,208.1031,0.1242,51.7552,0.0354,36.4800]
[43.9460,208.2208,0.1103,51.6853,0.0427,36.5100]
[43.9460,208.1767,0.1530,51.5702,0.0553,36.5400]
[43.9460,208.1801,0.2139,51.4745,0.0397,36.5600]
[43.9460,208.4683,0.1359,51.4606,0.0372,36.5700]
[43.9460,208.2464,0.1408,51.2853,0.0461,36.6300]
[43.9460,208.5371,0.1706,51.2492,0.0382,36.7100]
[43.9460,208.8153,0.2655,51.2104,0.0349,36.7400]
[43.9460,51.5337,0.0545,197.4035,0.2058,36.7300]
[43.9460,51.5359,0.0580,197.0550,0.1894,36.7600]
[43.9460,51.6025,0.0480,196.9956,0.1615,36.7000]
[43.9460,51.6799,0.0599,196.9552,0.1443,36.6400]
[43.9460,51.7535,0.0360,196.9435,0.1036,36.6600]
[43.9460,51.8520,0.0512,196.9923,0.1462,36.6800]
[43.9460,51.9791,0.0635,197.0624,0.1308,36.6800]
[43.9460,52.1223,0.0615,197.2225,0.1805,36.7100]
[43.9460,52.3346,0.0726,197.7003,0.1211,36.7700]
[43.9460,52.4672,0.0597,197.9176,0.1338,36.7900]
[43.8525,215.4895,0.2464,51.5651,0.0412,36.6300]
[43.8525,216.2559,0.3034,51.6632,0.0603,36.5500]
[43.8525,216.9951,0.2775,51.7495,0.0549,36.5000]
[43.8525,217.5492,0.1840,51.7994,0.0330,36.4900]
[43.8525,218.5094,0.2978,51.9316,0.0596,36.5400]
[43.8525,219.4205,0.1698,52.0503,0.0336,36.5600]
[43.8525,220.3118,0.2393,52.1875,0.0454,36.5800]
[43.8525,221.1894,0.2488,52.3322,0.0557,36.5800]
[43.8525,222.3476,0.2832,52.5190,0.0649,36.5800]
[43.8525,223.3461,0.3340,52.6881,0.0609,36.5500]
[43.8525,55.3408,0.0798,203.7908,0.2111,36.4900]
[43.8525,55.6503,0.0809,204.5953,0.1858,36.4500]
[43.8525,55.9493,0.1246,205.3605,0.3561,36.4200]
[43.8525,56.3355,0.0848,206.3734,0.2257,36.4200]
[43.8525,56.6583,0.0977,207.2068,0.2654,36.4400]
[43.8525,56.9245,0.1138,207.9283,0.3150,36.4800]
[43.8525,57.3219,0.0936,208.9532,0.2449,36.4500]
[43.8525,57.6011,0.0932,209.6988,0.2239,36.4400]
[43.8525,57.9603,0.0746,210.6348,0.2461,36.4600]
[43.8525,58.3151,0.1118,211.6781,0.3313,36.4700]
[43.7590,235.2041,0.2976,54.7513,0.0602,36.4500]
[43.7590,236.5448,0.4483,55.0050,0.0897,36.4200]
[43.7590,238.1704,0.4088,55.3280,0.0941,36.4700]
[43.7590,239.9337,0.5069,55.6503,0.1096,36.5400]
[43.7590,241.6178,0.3894,56.0041,0.0815,36.6000]
[43.7590,243.1302,0.3127,56.3641,0.0923,36.6000]
[43.7590,244.5562,0.3374,56.7178,0.0971,36.6300]
[43.7590,245.7449,0.3832,57.0745,0.1253,36.6100]
[43.7590,247.1687,0.3052,57.4742,0.0976,36.6800]
[43.7590,248.1917,0.2588,57.8378,0.0972,36.6600]
[43.7590,60.9473,0.0648,226.2893,0.3934,36.6200]
[43.7590,61.1493,0.0629,227.8361,0.3136,36.5800]
[43.7590,61.3269,0.0800,229.2191,0.3616,36.5700]
[43.7590,61.3837,0.0605,230.2189,0.4039,36.5600]
[43.7590,61.5661,0.0637,231.6850,0.3702,36.5800]
[43.7590,61.6561,0.0613,232.8970,0.3351,36.5900]
[43.7590,61.7379,0.0345,234.0212,0.3203,36.6000]
[43.7590,61.8201,0.0764,235.1577,0.3758,36.6100]
[43.7590,61.8390,0.0505,236.1081,0.3257,36.5900]
[43.7590,61.8244,0.0697,236.9111,0.2154,36.6100]
[43.6654,253.5636,0.1862,61.5410,0.0523,36.6500]
[43.6654,253.2296,0.1871,61.5991,0.0647,36.6600]
[43.6654,253.2923,0.2035,61.7233,0.0669,36.6800]
[43.6654,253.2007,0.1819,61.7986,0.0521,36.6700]
[43.6654,253.1048,0.2267,61.8392,0.0684,36.6700]
[43.6654,253.0767,0.2028,61.8257,0.0385,36.7100]
[43.6654,253.1378,0.2291,61.8599,0.0479,36.7500]
[43.6654,253.1508,0.2545,61.8643,0.0717,36.8000]
[43.6654,253.0435,0.1723,61.8095,0.0667,36.8200]
[43.6654,253.0037,0.2165,61.8055,0.0414,36.8900]
[43.6654,61.4333,0.0613,239.8703,0.1475,37.0100]
[43.6654,61.3918,0.0366,239.6848,0.1604,37.0800]
[43.6654,61.4050,0.0563,239.8674,0.2023,37.1600]
[43.6654,61.4022,0.0492,239.8842,0.2392,37.2200]
[43.6654,61.3823,0.0467,239.7091,0.1422,37.2700]
[43.6654,61.3624,0.0422,239.7424,0.1836,37.3200]
[43.6654,61.2940,0.0531,239.5064,0.2403,37.3700]
[43.6654,61.3433,0.0659,239.7642,0.2299,37.4100]
[43.6654,61.3759,0.0595,239.8435,0.2052,37.4400]
[43.6654,61.3425,0.0518,239.6976,0.2110,37.4200]
[43.5718,253.3976,0.2682,61.7108,0.0779,37.5100]
[43.5718,253.4566,0.2232,61.7401,0.0510,37.5200]
[43.5718,253.3162,0.1706,61.7071,0.0469,37.5000]
[43.5718,253.2531,0.2116,61.6759,0.0543,37.4700]
[43.5718,253.0656,0.2689,61.6242,0.0786,37.4700]
[43.5718,253.0241,0.2852,61.5875,0.0711,37.4500]
[43.5718,253.1328,0.2595,61.5975,0.0883,37.4600]
[43.5718,252.7122,0.2098,61.5029,0.0579,37.4400]
[43.5718,252.7773,0.2032,61.5457,0.0609,37.4300]
[43.5718,252.5141,0.2350,61.4572,0.0626,37.4500]
[43.5718,61.1264,0.0519,239.1035,0.1962,37.4300]
[43.5718,61.1149,0.0630,238.9956,0.2068,37.4200]
[43.5718,61.0572,0.0642,238.9278,0.2034,37.3900]
[43.5718,61.0845,0.0513,239.0146,0.2275,37.4100]
[43.5718,61.0425,0.0706,238.8360,0.2342,37.4300]
[43.5718,61.0069,0.0546,238.6660,0.1936,37.4100]
[43.5718,60.9968,0.0645,238.6748,0.2562,37.4000]
[43.5718,60.9372,0.0883,238.5365,0.3563,37.3900]
[43.5718,60.9580,0.0616,238.5715,0.2871,37.3700]
[43.5718,60.9211,0.0705,238.4289,0.2484,37.4300]
[43.4781,252.1237,0.2013,61.1391,0.0556,37.5600]
[43.4781,252.0586,0.2218,61.1190,0.0517,37.6300]
[43.4781,251.9800,0.1816,61.0661,0.0671,37.6600]
[43.4781,251.8615,0.2557,61.0587,0.0671,37.6700]
[43.4781,251.9068,0.2025,61.0689,0.0504,37.7300]
[43.4781,252.0301,0.3739,61.0783,0.0758,37.7800]
[43.4781,251.8669,0.2552,61.0371,0.0518,37.8200]
[43.4781,252.1353,0.2399,61.0989,0.0729,37.8500]
[43.4781,251.8573,0.2363,61.0280,0.0625,37.8700]
[43.4781,251.6846,0.3030,60.9811,0.0712,37.8500]
[43.4781,60.6830,0.0662,237.6608,0.2955,37.9000]
[43.4781,60.6737,0.0636,237.6982,0.2425,37.9400]
[43.4781,60.6769,0.0458,237.7064,0.2159,37.9600]
[43.4781,60.7325,0.0562,237.8920,0.1663,37.9400]
[43.4781,60.7697,0.0606,238.1466,0.2197,37.9100]
[43.4781,60.7298,0.0595,237.9726,0.2074,37.7700]
[43.4781,60.6979,0.0470,237.9280,0.1264,37.7500]
[43.4781,60.6757,0.0739,237.8522,0.2089,37.6900]
[43.4781,60.6971,0.0450,238.0000,0.1776,37.6500]
[43.4781,60.6513,0.0507,237.7961,0.1711,37.6300]
[43.3844,251.0925,0.1358,60.8510,0.0432,37.5300]
[43.3844,251.0115,0.1891,60.8570,0.0374,37.5000]
[43.3844,250.9883,0.1555,60.8320,0.0547,37.4500]
[43.3844,250.8052,0.2230,60.8023,0.0649,37.4000]
[43.3844,250.8303,0.2094,60.8097,0.0441,37.4300]
[43.3844,250.9642,0.2134,60.8106,0.0471,37.3800]
[43.3844,250.7802,0.1376,60.7878,0.0570,37.3600]
[43.3844,250.6557,0.1951,60.7498,0.0610,37.2900]
[43.3844,250.5158,0.1776,60.7169,0.0435,37.3300]
[43.3844,250.5488,0.2560,60.7075,0.0602,37.3700]
[43.3844,60.4705,0.0500,237.2025,0.1459,37.4600]
[43.3844,60.4226,0.0792,237.1096,0.2422,37.5000]
[43.3844,60.4120,0.0522,237.1284,0.1374,37.5600]
[43.3844,60.4104,0.0710,237.1102,0.2728,37.5000]
[43.3844,60.3364,0.0702,236.9036,0.1918,37.5500]
[43.3844,60.3650,0.0597,237.0118,0.2370,37.5700]
[43.3844,60.3133,0.0646,236.7528,0.1444,37.5800]
[43.3844,60.3270,0.0485,236.8530,0.1732,37.6000]
[43.3844,60.3415,0.0565,236.8961,0.1892,37.6000]
[43.3844,60.3600,0.0493,237.0470,0.2516,37.6100]
[43.2907,250.3044,0.1718,60.2310,0.0598,37.6100]
[43.2907,250.3053,0.3363,60.2169,0.0851,37.6400]
[43.2907,250.2149,0.1968,60.1842,0.0440,37.6500]
[43.2907,250.2646,0.1881,60.1746,0.0607,37.6800]
[43.2907,250.4131,0.1379,60.2014,0.0369,37.7000]
[43.2907,250.4063,0.1487,60.2075,0.0514,37.7500]
[43.2907,250.2635,0.1378,60.1678,0.0433,37.7800]
[43.2907,250.2067,0.2226,60.1699,0.0600,37.7600]
[43.2907,250.3911,0.1951,60.2054,0.0637,37.7100]
[43.2907,250.2408,0.1071,60.1302,0.0439,37.6500]
[43.2907,60.0605,0.0316,236.9220,0.1495,37.4900]
[43.2907,60.0532,0.0524,236.9053,0.1850,37.3900]
[43.2907,60.0763,0.0488,236.9682,0.1698,37.3400]
[43.2907,60.0523,0.0504,236.8711,0.1523,37.2500]
[43.2907,60.0815,0.0535,236.9329,0.1978,37.1800]
[43.2907,60.0366,0.0438,236.8490,0.1514,37.1200]
[43.2907,59.9606,0.0551,236.6247,0.2129,37.1200]
[43.2907,59.9392,0.0550,236.5191,0.1158,37.0700]
[43.2907,59.9168,0.0649,236.4384,0.2248,37.0200]
[43.2907,59.8999,0.0494,236.4003,0.1436,37.0300]
[43.1941,249.5753,0.1410,59.6564,0.0471,37.0700]
[43.1941,249.5472,0.1648,59.6595,0.0635,37.0900]
[43.1941,249.4869,0.1967,59.6558,0.0568,37.1000]
[43.1941,249.2266,0.2285,59.5534,0.0664,37.1200]
[43.1941,249.0973,0.1787,59.5524,0.0565,37.1500]
[43.1941,248.9930,0.1561,59.5222,0.0707,37.2400]
[43.1941,248.9601,0.1956,59.5014,0.0508,37.3100]
[43.1941,248.9604,0.2214,59.4950,0.0435,37.3300]
[43.1941,248.8087,0.1795,59.4317,0.0567,37.2800]
[43.1941,248.7667,0.2109,59.4258,0.0586,37.2500]
[43.1941,59.7125,0.0641,234.8065,0.1707,37.3400]
[43.1941,59.6712,0.0543,234.6137,0.1985,37.3500]
[43.1941,59.6291,0.0728,234.5666,0.1822,37.3100]
[43.1941,59.6531,0.0576,234.6476,0.1925,37.3600]
[43.1941,59.6596,0.0522,234.5598,0.2092,37.3800]
[43.1941,59.6377,0.0475,234.6225,0.1814,37.4400]
[43.1941,59.5748,0.0578,234.4500,0.2499,37.5000]
[43.1941,59.5540,0.0647,234.3972,0.1726,37.5600]
[43.1941,59.5375,0.0585,234.3396,0.1599,37.5100]
[43.1941,59.5274,0.0674,234.2448,0.2157,37.5600]
[43.1003,247.0635,0.1738,59.3242,0.0765,37.5700]
[43.1003,247.0731,0.2871,59.3062,0.0849,37.6200]
[43.1003,246.8431,0.2132,59.2629,0.0648,37.6600]
[43.1003,246.7886,0.2216,59.2535,0.0716,37.6300]
[43.1003,246.6423,0.1735,59.1932,0.0615,37.5800]
[43.1003,246.5409,0.2190,59.1641,0.0705,37.6300]
[43.1003,246.3160,0.1862,59.0901,0.0382,37.6400]
[43.1003,246.1994,0.2012,59.0679,0.0791,37.6800]
[43.1003,246.0488,0.1368,59.0292,0.0444,37.7200]
[43.1003,246.0126,0.2067,58.9927,0.0541,37.7200]
[43.1003,59.1951,0.0472,233.0797,0.1357,37.7200]
[43.1003,59.1357,0.0629,232.9403,0.1623,37.7600]
[43.1003,59.1882,0.0399,233.0898,0.1782,37.8000]
[43.1003,59.1621,0.0621,233.0483,0.2035,37.8500]
[43.1003,59.1949,0.0717,233.1124,0.2258,37.8900]
[43.1003,59.2050,0.0577,233.1535,0.1632,37.8500]
[43.1003,59.1685,0.0603,233.0492,0.2710,37.8300]
[43.1003,59.1441,0.0519,233.0712,0.1443,37.7700]
[43.1003,59.1403,0.0526,233.0566,0.1454,37.7800]
[43.1003,59.1023,0.0684,232.8839,0.2084,37.7900]
[43.0065,245.7249,0.2735,58.8755,0.0772,37.7500]
[43.0065,245.4649,0.2516,58.8020,0.0628,37.7600]
[43.0065,245.1847,0.1758,58.8027,0.0741,37.8000]
[43.0065,244.7739,0.2375,58.7700,0.0600,37.8100]
[43.0065,244.3698,0.2115,58.7634,0.0527,37.7400]
[43.0065,243.9227,0.2634,58.7941,0.0762,37.7800]
[43.0065,243.2732,0.2428,58.7953,0.0933,37.8000]
[43.0065,242.4254,0.2935,58.8049,0.0561,37.7600]
[43.0065,241.6319,0.2986,58.8151,0.0805,37.7300]
[43.0065,240.7064,0.3253,58.7951,0.0485,37.7000]
[43.0065,57.0945,0.1028,232.3028,0.3120,37.7000]
[43.0065,56.7399,0.0774,231.7293,0.2238,37.7500]
[43.0065,56.4889,0.0982,231.2000,0.3040,37.7900]
[43.0065,56.1255,0.0757,230.4449,0.1555,37.8100]
[43.0065,55.7592,0.0611,229.6273,0.1725,37.7500]
[43.0065,55.4441,0.1072,228.9053,0.3321,37.7100]
[43.0065,55.1100,0.1131,228.0387,0.3287,37.6900]
[43.0065,54.7137,0.1081,226.9788,0.2864,37.6900]
[43.0065,54.3236,0.1160,225.8905,0.4145,37.6900]
[43.0065,53.9645,0.1168,224.7589,0.4093,37.7100]
[42.9127,222.5534,0.3249,54.8060,0.0819,37.7000]
[42.9127,221.1650,0.2643,54.4639,0.1155,37.7100]
[42.9127,219.9971,0.4077,54.1055,0.1376,37.7300]
[42.9127,218.7737,0.3703,53.7735,0.1156,37.7400]
[42.9127,217.4490,0.4348,53.3617,0.1277,37.7700]
[42.9127,216.2176,0.2971,52.9892,0.0869,37.7800]
[42.9127,215.0811,0.3073,52.6607,0.1006,37.7600]
[42.9127,214.0043,0.2302,52.3290,0.0896,37.7700]
[42.9127,212.9419,0.3467,52.0025,0.1196,37.7100]
[42.9127,211.8179,0.3028,51.6915,0.0974,37.7000]
[42.9127,50.3859,0.0972,207.6461,0.3345,37.6100]
[42.9127,50.1270,0.1206,206.4707,0.4453,37.6600]
[42.9127,49.8703,0.1034,205.3336,0.3970,37.6700]
[42.9127,49.6723,0.1330,204.3339,0.4999,37.7000]
[42.9127,49.4136,0.1175,203.0593,0.4438,37.6500]
[42.9127,49.2242,0.0955,202.1164,0.3203,37.6200]
[42.9127,49.0601,0.0795,201.2412,0.2913,37.6200]
[42.9127,48.8533,0.1198,200.3532,0.3427,37.6600]
[42.9127,48.6903,0.1045,199.4192,0.3102,37.6200]
[42.9127,48.5200,0.1018,198.5425,0.2859,37.6300]
[42.8188,201.7415,0.3204,49.7923,0.0938,37.5500]
[42.8188,201.0467,0.2335,49.5373,0.1146,37.4800]
[42.8188,200.6587,0.2278,49.3702,0.1094,37.3500]
[42.8188,200.1920,0.1982,49.1856,0.0869,37.3300]
[42.8188,199.5494,0.2478,48.9584,0.0826,37.2800]
[42.8188,199.2458,0.2733,48.8174,0.0967,37.2700]
[42.8188,198.8366,0.2340,48.6369,0.0985,37.2200]
[42.8188,198.6401,0.1564,48.5230,0.0761,37.1800]
[42.8188,198.4214,0.1620,48.4123,0.0792,37.1100]
[42.8188,198.1359,0.2961,48.2727,0.1026,37.1600]
[42.8188,47.5014,0.0684,190.9609,0.1973,37.1200]
[42.8188,47.4658,0.0935,190.6079,0.2259,37.0600]
[42.8188,47.4657,0.0644,190.3552,0.2230,37.0600]
[42.8188,47.4495,0.0645,190.0144,0.2777,37.0400]
[42.8188,47.4001,0.0738,189.5620,0.2553,37.0500]
[42.8188,47.3705,0.0681,189.2725,0.1986,37.0700]
[42.8188,47.3661,0.0467,189.0030,0.1615,37.0900]
[42.8188,47.3656,0.0770,188.7579,0.1850,37.1300]
[42.8188,47.4003,0.0587,188.6170,0.2173,37.1300]
[42.8188,47.4118,0.0862,188.4172,0.2673,37.2000]
[42.7250,197.9570,0.1773,47.0898,0.0835,37.2900]
[42.7250,198.1336,0.1836,47.0698,0.0549,37.3400]
[42.7250,198.3371,0.2355,47.0403,0.0656,37.3900]
[42.7250,198.5816,0.1666,47.0292,0.0707,37.4400]
[42.7250,198.6184,0.2093,46.9653,0.0700,37.5000]
[42.7250,199.0181,0.2280,46.9694,0.0966,37.5700]
[42.7250,199.4226,0.2604,46.9852,0.0726,37.6300]
[42.7250,199.9009,0.2408,47.0483,0.0789,37.6100]
[42.7250,200.4560,0.2902,47.0709,0.0767,37.5900]
[42.7250,200.8553,0.2511,47.0964,0.0855,37.6200]
[42.7250,48.3040,0.0768,189.1714,0.2689,37.4400]
[42.7250,48.4138,0.1091,189.3944,0.2877,37.5000]
[42.7250,48.5596,0.0783,189.7506,0.1929,37.5300]
[42.7250,48.7152,0.0842,190.1368,0.2006,37.5600]
[42.7250,48.9072,0.0499,190.6341,0.1464,37.5800]
[42.7250,49.0697,0.0869,191.0625,0.2568,37.5500]
[42.7250,49.2453,0.0643,191.4626,0.1865,37.6000]
[42.7250,49.4119,0.0799,191.9220,0.2558,37.6400]
[42.7250,49.6351,0.0791,192.5723,0.2412,37.6800]
[42.7250,49.8185,0.0888,192.9832,0.2154,37.7100]
[42.6340,210.0682,0.3038,47.9553,0.0731,37.7700]
[42.6340,210.9961,0.3930,48.1017,0.0782,37.7900]
[42.6340,212.1639,0.3191,48.3236,0.0762,37.8100]
[42.6340,213.2743,0.3702,48.5166,0.0884,37.8000]
[42.6340,214.1848,0.2454,48.6866,0.0666,37.7900]
[42.6340,215.1909,0.3745,48.8839,0.0874,37.7600]
[42.6340,216.4366,0.3978,49.0765,0.0770,37.6800]
[42.6340,217.7094,0.3280,49.3247,0.0994,37.7100]
[42.6340,218.8057,0.3113,49.5324,0.0683,37.6900]
[42.6340,219.9174,0.3635,49.7267,0.0918,37.6800]
[42.6340,53.1584,0.0885,202.6940,0.3098,37.6100]
[42.6340,53.4021,0.0768,203.4219,0.2921,37.6300]
[42.6340,53.7561,0.0932,204.4693,0.2602,37.6300]
[42.6340,54.0519,0.0932,205.4133,0.2321,37.6600]
[42.6340,54.4697,0.0818,206.6170,0.2502,37.6200]
[42.6340,54.8364,0.1063,207.7092,0.4221,37.5800]
[42.6340,55.2322,0.1217,208.9249,0.3592,37.4600]
[42.6340,55.5374,0.1005,209.9479,0.3659,37.4800]
[42.6340,55.8467,0.1053,211.1239,0.4014,37.4600]
[42.6340,56.1780,0.0888,212.3738,0.3327,37.4500]
[42.5401,237.5025,0.3734,50.4079,0.1560,37.3300]
[42.5401,238.8197,0.3308,50.6169,0.1031,37.3300]
[42.5401,239.8383,0.3331,50.9446,0.1761,37.2500]
[42.5401,240.8122,0.1709,51.3310,0.0478,37.2500]
[42.5401,241.5686,0.2576,51.5070,0.0681,37.3000]
[42.5401,242.0685,0.2128,51.6882,0.1438,37.3100]
[42.5401,242.9237,0.1511,51.9971,0.0611,37.3600]
[42.5401,243.6998,0.2274,52.2005,0.1351,37.3700]
[42.5401,244.1312,0.2399,52.6567,0.1167,37.3200]
[42.5401,244.6363,0.2635,52.8118,0.1084,37.3700]
[42.5401,58.5255,0.0508,228.3613,0.1965,37.4300]
[42.5401,58.5827,0.0369,229.3285,0.1926,37.3900]
[42.5401,58.5797,0.0744,229.9404,0.2128,37.3700]
[42.5401,58.5578,0.0479,230.6271,0.1184,37.3900]
[42.5401,58.5327,0.0567,231.0816,0.1756,37.3500]
[42.5401,58.5451,0.0399,231.6354,0.1841,37.2700]
[42.5401,58.5372,0.0482,231.8601,0.1891,37.2300]
[42.5401,58.5727,0.0484,232.2817,0.1598,37.1800]
[42.5401,58.5282,0.0430,232.3364,0.0993,37.1800]
[42.5401,58.5471,0.0534,232.4609,0.1636,37.1100]
[42.4490,244.5667,0.1743,51.1154,0.0366,36.9600]
[42.4490,244.4331,0.1396,51.0669,0.0402,36.8200]
[42.4490,244.3431,0.1544,51.0619,0.0426,36.8100]
[42.4490,244.4599,0.1675,51.0617,0.0374,36.7700]
[42.4490,244.2811,0.1763,51.0421,0.0393,36.7900]
[42.4490,244.4427,0.2338,51.0860,0.0484,36.8100]
[42.4490,244.3793,0.1605,51.0507,0.0399,36.8200]
[42.4490,244.4346,0.1764,51.0652,0.0434,36.8600]
[42.4490,244.3800,0.1392,51.0576,0.0422,36.9300]
[42.4490,244.2825,0.1305,51.0482,0.0335,36.9700]
[42.4490,58.3074,0.0501,232.1703,0.1291,37.0500]
[42.4490,58.2913,0.0463,232.0593,0.1700,37.0500]
[42.4490,58.2851,0.0504,232.0608,0.1563,37.0300]
[42.4490,58.2695,0.0511,232.0430,0.1672,37.0600]
[42.4490,58.2259,0.0533,231.9469,0.1636,37.0300]
[42.4490,58.2674,0.0497,232.0372,0.1400,37.0300]
[42.4490,58.2459,0.0480,231.9631,0.2061,37.0400]
[42.4490,58.2496,0.0619,231.9287,0.2366,37.1000]
[42.4490,58.2745,0.0515,232.0386,0.2280,37.1200]
[42.4490,58.2409,0.0685,231.9704,0.1844,37.1700]
[42.3404,240.8947,0.2954,58.5063,0.0549,37.4200]
[42.3404,239.8051,0.3169,58.4159,0.0537,37.5000]
[42.3404,238.5020,0.4526,58.2434,0.1031,37.5800]
[42.3404,237.3974,0.2710,58.1048,0.0669,37.6600]
[42.3404,236.0956,0.4268,57.9584,0.0758,37.7100]
[42.3404,235.0016,0.3487,57.8426,0.0576,37.6700]
[42.3404,233.4615,0.4417,57.5897,0.0879,37.7300]
[42.3404,232.1238,0.4577,57.3707,0.1010,37.7800]
[42.3404,230.6516,0.4016,57.1471,0.0728,37.8100]
[42.3404,228.9392,0.2673,56.8320,0.0675,37.8700]
[42.3404,53.8883,0.1131,220.0831,0.3685,37.9400]
[42.3404,53.5386,0.1209,218.8464,0.3233,37.9700]
[42.3404,53.2176,0.0996,217.5120,0.3553,37.9900]
[42.3404,53.0050,0.0853,216.4014,0.3915,37.9900]
[42.3404,52.6818,0.0989,214.9986,0.3124,37.9800]
[42.3404,52.3736,0.1124,213.5326,0.4100,37.9700]
[42.3404,52.0865,0.0882,212.1603,0.3041,37.9700]
[42.3404,51.7906,0.1091,210.8816,0.3939,37.9100]
[42.3404,51.4761,0.1081,209.4079,0.4229,37.8600]
[42.3404,51.2360,0.0844,208.3112,0.3152,37.8000]
[42.2493,213.8287,0.2835,47.6228,0.0781,37.7000]
[42.2493,213.0609,0.1947,47.3564,0.0748,37.6500]
[42.2493,212.0258,0.2683,47.0557,0.1087,37.6700]
[42.2493,211.1365,0.2295,46.7812,0.0823,37.6700]
[42.2493,210.2691,0.2263,46.5440,0.0802,37.6300]
[42.2493,209.2276,0.2786,46.3129,0.0741,37.5000]
[42.2493,208.4818,0.1708,46.0666,0.0806,37.5200]
[42.2493,207.7726,0.2290,45.8007,0.0940,37.5500]
[42.2493,207.0907,0.2277,45.5887,0.0914,37.5500]
[42.2493,206.3125,0.2023,45.3940,0.0795,37.6100]
[42.2493,48.6136,0.0668,194.9014,0.2011,37.6400]
[42.2493,48.4700,0.0606,194.1485,0.2104,37.6000]
[42.2493,48.2836,0.0881,193.2084,0.3076,37.6000]
[42.2493,48.1180,0.0992,192.4796,0.2728,37.5300]
[42.2493,47.9989,0.0557,191.7119,0.2098,37.5200]
[42.2493,47.9064,0.0575,191.1642,0.1962,37.5300]
[42.2493,47.8105,0.0732,190.5790,0.2569,37.4100]
[42.2493,47.6788,0.0656,189.9456,0.1547,37.4400]
[42.2493,47.5585,0.0766,189.3100,0.2631,37.4700]
[42.2493,47.5381,0.0696,188.9097,0.2923,37.4500]
[42.1553,200.3521,0.2197,41.8311,0.0775,37.4300]
[42.1553,200.0452,0.2415,41.7513,0.0582,37.4100]
[42.1553,199.7600,0.1950,41.6770,0.0642,37.4500]
[42.1553,199.5101,0.3092,41.5885,0.0880,37.5200]
[42.1553,199.1483,0.2698,41.4395,0.0915,37.5700]
[42.1553,199.0891,0.2573,41.4039,0.0727,37.5700]
[42.1553,198.9776,0.2356,41.3437,0.0724,37.5400]
[42.1553,198.7276,0.2121,41.2486,0.0442,37.5000]
[42.1553,198.6636,0.1867,41.1855,0.0576,37.4700]
[42.1553,198.6185,0.2379,41.1500,0.0559,37.4100]
[42.1553,46.9238,0.0723,184.5504,0.2300,37.4100]
[42.1553,46.9246,0.0675,184.3852,0.1297,37.4600]
[42.1553,46.8850,0.0404,184.2024,0.1976,37.5200]
[42.1553,46.9570,0.0447,184.3288,0.1635,37.5200]
[42.1553,46.9714,0.0343,184.1737,0.1232,37.5200]
[42.1553,47.0372,0.0759,184.1879,0.1983,37.5100]
[42.1553,47.0707,0.0665,184.2277,0.1173,37.5000]
[42.1553,47.1084,0.0426,184.2554,0.1113,37.5100]
[42.1553,47.1989,0.0676,184.4642,0.1583,37.5300]
[42.1553,47.2674,0.0595,184.5428,0.1372,37.4700]
[42.0642,201.5597,0.2588,41.4358,0.0631,37.4900]
[42.0642,201.8293,0.2376,41.4599,0.0694,37.5200]
[42.0642,202.1818,0.2167,41.4989,0.0645,37.5600]
[42.0642,202.6771,0.3263,41.5450,0.0763,37.5500]
[42.0642,203.4164,0.2135,41.6528,0.0616,37.5200]
[42.0642,203.8754,0.2365,41.6857,0.0715,37.4800]
[42.0642,204.3533,0.2797,41.7639,0.0719,37.4700]
[42.0642,204.9423,0.2517,41.8365,0.0455,37.5000]
[42.0642,205.4313,0.1683,41.8767,0.0736,37.5600]
[42.0642,206.0455,0.2759,41.9581,0.0758,37.6200]
[42.0642,48.8320,0.0749,187.7571,0.2341,37.7000]
[42.0642,48.9987,0.0770,188.2613,0.1526,37.7200]
[42.0642,49.1839,0.0762,188.7928,0.1639,37.7700]
[42.0642,49.3492,0.0803,189.3633,0.1994,37.8000]
[42.0642,49.6097,0.0954,190.0953,0.2181,37.8100]
[42.0642,49.8522,0.0993,190.7979,0.2669,37.8200]
[42.0642,50.1004,0.0707,191.5096,0.1734,37.8100]
[42.0642,50.2884,0.0623,192.1344,0.1620,37.8000]
[42.0642,50.5185,0.0738,192.8549,0.2723,37.7700]
[42.0642,50.7392,0.0822,193.6076,0.2336,37.7700]
[41.9701,217.4587,0.2581,43.7018,0.0664,37.7800]
[41.9701,218.3994,0.2780,43.8549,0.0768,37.7600]
[41.9701,219.6245,0.3926,44.0205,0.0928,37.7500]
[41.9701,220.9165,0.3603,44.2527,0.0806,37.7600]
[41.9701,222.0071,0.3921,44.4223,0.0910,37.8000]
[41.9701,223.4116,0.3399,44.6585,0.0804,37.8100]
[41.9701,224.5589,0.3354,44.8504,0.0601,37.8700]
[41.9701,225.8606,0.3762,45.0637,0.0837,37.9200]
[41.9701,227.4905,0.4535,45.3209,0.0884,37.9300]
